Stage Number;Stage Name;Tint Set;Conditions;Sky;Time Of Day;Surface;Track
566;Undva;M;crisp;clear;morning;damp;new
566;Undva;M;crisp;clear;morning;damp;normal
566;Undva;M;crisp;clear;morning;damp;worn
566;Undva;M;crisp;clear;morning;wet;new
566;Undva;M;crisp;clear;morning;wet;normal
566;Undva;M;crisp;clear;morning;wet;worn
566;Undva;M;crisp;partcloud;morning;dry;new
566;Undva;M;crisp;partcloud;morning;dry;normal
566;Undva;M;crisp;partcloud;morning;dry;worn
566;Undva;M;crisp;partcloud;morning;damp;new
566;Undva;M;crisp;partcloud;morning;damp;normal
566;Undva;M;crisp;partcloud;morning;damp;worn
566;Undva;M;crisp;partcloud;morning;wet;new
566;Undva;M;crisp;partcloud;morning;wet;normal
566;Undva;M;crisp;partcloud;morning;wet;worn
566;Undva;M;hazy;clear;morning;dry;new
566;Undva;M;hazy;clear;morning;dry;normal
566;Undva;M;hazy;clear;morning;dry;worn
566;Undva;M;hazy;clear;morning;damp;new
566;Undva;M;hazy;clear;morning;damp;normal
566;Undva;M;hazy;clear;morning;damp;worn
566;Undva;M;hazy;clear;morning;wet;new
566;Undva;M;hazy;clear;morning;wet;normal
566;Undva;M;hazy;clear;morning;wet;worn
566;Undva;M;hazy;partcloud;morning;dry;new
566;Undva;M;hazy;partcloud;morning;dry;normal
566;Undva;M;hazy;partcloud;morning;dry;worn
566;Undva;M;hazy;partcloud;morning;damp;new
566;Undva;M;hazy;partcloud;morning;damp;normal
566;Undva;M;hazy;partcloud;morning;damp;worn
566;Undva;M;hazy;partcloud;morning;wet;new
566;Undva;M;hazy;partcloud;morning;wet;normal
566;Undva;M;hazy;partcloud;morning;wet;worn
566;Undva;O;hazy;heavycloud;morning;dry;new
566;Undva;O;hazy;heavycloud;morning;dry;normal
566;Undva;O;hazy;heavycloud;morning;dry;worn
566;Undva;O;hazy;heavycloud;morning;damp;new
566;Undva;O;hazy;heavycloud;morning;damp;normal
566;Undva;O;hazy;heavycloud;morning;damp;worn
566;Undva;O;hazy;heavycloud;morning;wet;new
566;Undva;O;hazy;heavycloud;morning;wet;normal
566;Undva;O;hazy;heavycloud;morning;wet;worn
566;Undva;O;norain;lightcloud;morning;dry;new
566;Undva;O;norain;lightcloud;morning;dry;normal
566;Undva;O;norain;lightcloud;morning;dry;worn
566;Undva;O;norain;lightcloud;morning;damp;new
566;Undva;O;norain;lightcloud;morning;damp;normal
566;Undva;O;norain;lightcloud;morning;damp;worn
566;Undva;O;norain;lightcloud;morning;wet;new
566;Undva;O;norain;lightcloud;morning;wet;normal
566;Undva;O;norain;lightcloud;morning;wet;worn
566;Undva;O;lightrain;heavycloud;morning;dry;new
566;Undva;O;lightrain;heavycloud;morning;dry;normal
566;Undva;O;lightrain;heavycloud;morning;dry;worn
566;Undva;O;lightrain;heavycloud;morning;damp;new
566;Undva;O;lightrain;heavycloud;morning;damp;normal
566;Undva;O;lightrain;heavycloud;morning;damp;worn
566;Undva;O;lightrain;heavycloud;morning;wet;new
566;Undva;O;lightrain;heavycloud;morning;wet;normal
566;Undva;O;lightrain;heavycloud;morning;wet;worn
566;Undva;O;heavyrain;heavycloud;morning;dry;new
566;Undva;O;heavyrain;heavycloud;morning;dry;normal
566;Undva;O;heavyrain;heavycloud;morning;dry;worn
566;Undva;O;heavyrain;heavycloud;morning;damp;new
566;Undva;O;heavyrain;heavycloud;morning;damp;normal
566;Undva;O;heavyrain;heavycloud;morning;damp;worn
566;Undva;O;heavyrain;heavycloud;morning;wet;new
566;Undva;O;heavyrain;heavycloud;morning;wet;normal
566;Undva;O;heavyrain;heavycloud;morning;wet;worn
566;Undva;O;lightfog;lightcloud;morning;dry;new
566;Undva;O;lightfog;lightcloud;morning;dry;normal
566;Undva;O;lightfog;lightcloud;morning;dry;worn
566;Undva;O;lightfog;lightcloud;morning;damp;new
566;Undva;O;lightfog;lightcloud;morning;damp;normal
566;Undva;O;lightfog;lightcloud;morning;damp;worn
566;Undva;O;lightfog;lightcloud;morning;wet;new
566;Undva;O;lightfog;lightcloud;morning;wet;normal
566;Undva;O;lightfog;lightcloud;morning;wet;worn
566;Undva;O;heavyfog;heavycloud;morning;dry;new
566;Undva;O;heavyfog;heavycloud;morning;dry;normal
566;Undva;O;heavyfog;heavycloud;morning;dry;worn
566;Undva;O;heavyfog;heavycloud;morning;damp;new
566;Undva;O;heavyfog;heavycloud;morning;damp;normal
566;Undva;O;heavyfog;heavycloud;morning;damp;worn
566;Undva;O;heavyfog;heavycloud;morning;wet;new
566;Undva;O;heavyfog;heavycloud;morning;wet;normal
566;Undva;O;heavyfog;heavycloud;morning;wet;worn
570;Peyregrosse - Mandagout;O;crisp;clear;morning;dry;new
570;Peyregrosse - Mandagout;O;crisp;clear;morning;damp;new
570;Peyregrosse - Mandagout;O;crisp;clear;morning;wet;new
570;Peyregrosse - Mandagout;O;crisp;partcloud;morning;dry;new
570;Peyregrosse - Mandagout;O;crisp;partcloud;morning;damp;new
570;Peyregrosse - Mandagout;O;crisp;partcloud;morning;wet;new
570;Peyregrosse - Mandagout;O;lightrain;heavycloud;morning;dry;new
570;Peyregrosse - Mandagout;O;lightrain;heavycloud;morning;damp;new
570;Peyregrosse - Mandagout;O;lightrain;heavycloud;morning;wet;new
570;Peyregrosse - Mandagout;O;heavyrain;heavycloud;morning;dry;new
570;Peyregrosse - Mandagout;O;heavyrain;heavycloud;morning;damp;new
570;Peyregrosse - Mandagout;O;heavyrain;heavycloud;morning;wet;new
570;Peyregrosse - Mandagout;O;lightfog;clear;morning;dry;new
570;Peyregrosse - Mandagout;O;lightfog;clear;morning;damp;new
570;Peyregrosse - Mandagout;O;lightfog;clear;morning;wet;new
570;Peyregrosse - Mandagout;O;heavyfog;clear;morning;dry;new
570;Peyregrosse - Mandagout;O;heavyfog;clear;morning;damp;new
570;Peyregrosse - Mandagout;O;heavyfog;clear;morning;wet;new
571;Peyregrosse - Mandagout Night;O;crisp;clear;evening;dry;new
571;Peyregrosse - Mandagout Night;O;crisp;clear;evening;damp;new
571;Peyregrosse - Mandagout Night;O;crisp;clear;evening;wet;new
571;Peyregrosse - Mandagout Night;O;lightrain;heavycloud;morning;dry;new
571;Peyregrosse - Mandagout Night;O;lightrain;heavycloud;morning;damp;new
571;Peyregrosse - Mandagout Night;O;lightrain;heavycloud;morning;wet;new
571;Peyregrosse - Mandagout Night;O;heavyrain;heavycloud;evening;dry;new
571;Peyregrosse - Mandagout Night;O;heavyrain;heavycloud;evening;damp;new
571;Peyregrosse - Mandagout Night;O;heavyrain;heavycloud;evening;wet;new
571;Peyregrosse - Mandagout Night;O;lightfog;heavycloud;evening;dry;new
571;Peyregrosse - Mandagout Night;O;lightfog;heavycloud;evening;damp;new
571;Peyregrosse - Mandagout Night;O;lightfog;heavycloud;evening;wet;new
571;Peyregrosse - Mandagout Night;O;heavyfog;heavycloud;evening;dry;new
571;Peyregrosse - Mandagout Night;O;heavyfog;heavycloud;evening;damp;new
571;Peyregrosse - Mandagout Night;O;heavyfog;heavycloud;evening;wet;new
572;Castrezzato;O;crisp;clear;morning;dry;new
572;Castrezzato;O;crisp;clear;morning;damp;new
572;Castrezzato;O;crisp;clear;morning;wet;new
572;Castrezzato;O;crisp;clear;evening;dry;new
572;Castrezzato;O;crisp;clear;evening;damp;new
572;Castrezzato;O;crisp;clear;evening;wet;new
572;Castrezzato;O;crisp;partcloud;morning;dry;new
572;Castrezzato;O;crisp;partcloud;morning;damp;new
572;Castrezzato;O;crisp;partcloud;morning;wet;new
572;Castrezzato;O;lightrain;heavycloud;morning;dry;new
572;Castrezzato;O;lightrain;heavycloud;morning;damp;new
572;Castrezzato;O;lightrain;heavycloud;morning;wet;new
572;Castrezzato;O;heavyrain;heavycloud;morning;dry;new
572;Castrezzato;O;heavyrain;heavycloud;morning;damp;new
572;Castrezzato;O;heavyrain;heavycloud;morning;wet;new
572;Castrezzato;O;lightfog;clear;morning;dry;new
572;Castrezzato;O;lightfog;clear;morning;damp;new
572;Castrezzato;O;lightfog;clear;morning;wet;new
572;Castrezzato;O;heavyfog;clear;morning;dry;new
572;Castrezzato;O;heavyfog;clear;morning;damp;new
572;Castrezzato;O;heavyfog;clear;morning;wet;new
573;SS Daniel Bonara;O;crisp;clear;morning;dry;new
573;SS Daniel Bonara;O;crisp;clear;morning;damp;new
573;SS Daniel Bonara;O;crisp;clear;morning;wet;new
573;SS Daniel Bonara;O;crisp;clear;evening;dry;new
573;SS Daniel Bonara;O;crisp;clear;evening;damp;new
573;SS Daniel Bonara;O;crisp;clear;evening;wet;new
573;SS Daniel Bonara;O;crisp;partcloud;morning;dry;new
573;SS Daniel Bonara;O;crisp;partcloud;morning;damp;new
573;SS Daniel Bonara;O;crisp;partcloud;morning;wet;new
573;SS Daniel Bonara;O;lightrain;heavycloud;morning;dry;new
573;SS Daniel Bonara;O;lightrain;heavycloud;morning;damp;new
573;SS Daniel Bonara;O;lightrain;heavycloud;morning;wet;new
573;SS Daniel Bonara;O;heavyrain;heavycloud;morning;dry;new
573;SS Daniel Bonara;O;heavyrain;heavycloud;morning;damp;new
573;SS Daniel Bonara;O;heavyrain;heavycloud;morning;wet;new
573;SS Daniel Bonara;O;lightfog;clear;morning;dry;new
573;SS Daniel Bonara;O;lightfog;clear;morning;damp;new
573;SS Daniel Bonara;O;lightfog;clear;morning;wet;new
573;SS Daniel Bonara;O;heavyfog;clear;morning;dry;new
573;SS Daniel Bonara;O;heavyfog;clear;morning;damp;new
573;SS Daniel Bonara;O;heavyfog;clear;morning;wet;new
574;Sorica;O;crisp;clear;morning;dry;new
574;Sorica;O;crisp;clear;morning;damp;new
574;Sorica;O;crisp;clear;morning;wet;new
574;Sorica;O;crisp;partcloud;morning;dry;new
574;Sorica;O;crisp;partcloud;morning;damp;new
574;Sorica;O;crisp;partcloud;morning;wet;new
574;Sorica;O;lightrain;heavycloud;morning;dry;new
574;Sorica;O;lightrain;heavycloud;morning;damp;new
574;Sorica;O;lightrain;heavycloud;morning;wet;new
574;Sorica;O;heavyrain;heavycloud;morning;dry;new
574;Sorica;O;heavyrain;heavycloud;morning;damp;new
574;Sorica;O;heavyrain;heavycloud;morning;wet;new
574;Sorica;O;lightfog;clear;morning;dry;new
574;Sorica;O;lightfog;clear;morning;damp;new
574;Sorica;O;lightfog;clear;morning;wet;new
574;Sorica;O;lightfog;heavycloud;evening;dry;new
574;Sorica;O;lightfog;heavycloud;evening;damp;new
574;Sorica;O;lightfog;heavycloud;evening;wet;new
582;Barum rally 2009 Semetin;M;crisp;clear;morning;dry;new
582;Barum rally 2009 Semetin;M;crisp;clear;morning;damp;new
582;Barum rally 2009 Semetin;M;crisp;clear;morning;wet;new
582;Barum rally 2009 Semetin;M;crisp;partcloud;morning;dry;new
582;Barum rally 2009 Semetin;M;crisp;partcloud;morning;damp;new
582;Barum rally 2009 Semetin;M;crisp;partcloud;morning;wet;new
582;Barum rally 2009 Semetin;M;crisp;lightcloud;morning;dry;new
582;Barum rally 2009 Semetin;M;crisp;lightcloud;morning;damp;new
582;Barum rally 2009 Semetin;M;crisp;lightcloud;morning;wet;new
582;Barum rally 2009 Semetin;M;hazy;clear;morning;dry;new
582;Barum rally 2009 Semetin;M;hazy;clear;morning;damp;new
582;Barum rally 2009 Semetin;M;hazy;clear;morning;wet;new
582;Barum rally 2009 Semetin;O;norain;heavycloud;morning;dry;new
582;Barum rally 2009 Semetin;O;norain;heavycloud;morning;damp;new
582;Barum rally 2009 Semetin;O;norain;heavycloud;morning;wet;new
582;Barum rally 2009 Semetin;O;lightrain;heavycloud;morning;dry;new
582;Barum rally 2009 Semetin;O;lightrain;heavycloud;morning;damp;new
582;Barum rally 2009 Semetin;O;lightrain;heavycloud;morning;wet;new
582;Barum rally 2009 Semetin;O;heavyrain;heavycloud;morning;dry;new
582;Barum rally 2009 Semetin;O;heavyrain;heavycloud;morning;damp;new
582;Barum rally 2009 Semetin;O;heavyrain;heavycloud;morning;wet;new
582;Barum rally 2009 Semetin;M;lightfog;clear;morning;dry;new
582;Barum rally 2009 Semetin;M;lightfog;clear;morning;damp;new
582;Barum rally 2009 Semetin;M;lightfog;clear;morning;wet;new
582;Barum rally 2009 Semetin;O;heavyfog;clear;morning;dry;new
582;Barum rally 2009 Semetin;O;heavyfog;clear;morning;damp;new
582;Barum rally 2009 Semetin;O;heavyfog;clear;morning;wet;new
583;Barum rally 2010 Semetin;M;crisp;clear;morning;dry;new
583;Barum rally 2010 Semetin;M;crisp;clear;morning;damp;new
583;Barum rally 2010 Semetin;M;crisp;clear;morning;wet;new
583;Barum rally 2010 Semetin;M;crisp;partcloud;morning;dry;new
583;Barum rally 2010 Semetin;M;crisp;partcloud;morning;damp;new
583;Barum rally 2010 Semetin;M;crisp;partcloud;morning;wet;new
583;Barum rally 2010 Semetin;M;crisp;lightcloud;morning;dry;new
583;Barum rally 2010 Semetin;M;crisp;lightcloud;morning;damp;new
583;Barum rally 2010 Semetin;M;crisp;lightcloud;morning;wet;new
583;Barum rally 2010 Semetin;M;hazy;clear;morning;dry;new
583;Barum rally 2010 Semetin;M;hazy;clear;morning;damp;new
583;Barum rally 2010 Semetin;M;hazy;clear;morning;wet;new
583;Barum rally 2010 Semetin;O;norain;heavycloud;morning;dry;new
583;Barum rally 2010 Semetin;O;norain;heavycloud;morning;damp;new
583;Barum rally 2010 Semetin;O;norain;heavycloud;morning;wet;new
583;Barum rally 2010 Semetin;O;lightrain;heavycloud;morning;dry;new
583;Barum rally 2010 Semetin;O;lightrain;heavycloud;morning;damp;new
583;Barum rally 2010 Semetin;O;lightrain;heavycloud;morning;wet;new
583;Barum rally 2010 Semetin;O;heavyrain;heavycloud;morning;dry;new
583;Barum rally 2010 Semetin;O;heavyrain;heavycloud;morning;damp;new
583;Barum rally 2010 Semetin;O;heavyrain;heavycloud;morning;wet;new
583;Barum rally 2010 Semetin;M;lightfog;clear;morning;dry;new
583;Barum rally 2010 Semetin;M;lightfog;clear;morning;damp;new
583;Barum rally 2010 Semetin;M;lightfog;clear;morning;wet;new
583;Barum rally 2010 Semetin;O;heavyfog;clear;morning;dry;new
583;Barum rally 2010 Semetin;O;heavyfog;clear;morning;damp;new
583;Barum rally 2010 Semetin;O;heavyfog;clear;morning;wet;new
585;Swiss Gravel II;N;crisp;clear;noon;dry;new
585;Swiss Gravel II;N;crisp;clear;noon;damp;new
585;Swiss Gravel II;N;crisp;clear;noon;wet;new
585;Swiss Gravel II;N;crisp;partcloud;noon;dry;new
585;Swiss Gravel II;N;crisp;partcloud;noon;damp;new
585;Swiss Gravel II;N;crisp;partcloud;noon;wet;new
585;Swiss Gravel II;O;heavyrain;heavycloud;evening;dry;new
585;Swiss Gravel II;O;heavyrain;heavycloud;evening;damp;new
585;Swiss Gravel II;O;heavyrain;heavycloud;evening;wet;new
585;Swiss Gravel II;O;lightfog;clear;evening;dry;new
585;Swiss Gravel II;O;lightfog;clear;evening;damp;new
585;Swiss Gravel II;O;lightfog;clear;evening;wet;new
585;Swiss Gravel II;O;lightfog;heavycloud;evening;dry;new
585;Swiss Gravel II;O;lightfog;heavycloud;evening;damp;new
585;Swiss Gravel II;O;lightfog;heavycloud;evening;wet;new
585;Swiss Gravel II;O;heavyfog;heavycloud;evening;dry;new
585;Swiss Gravel II;O;heavyfog;heavycloud;evening;damp;new
585;Swiss Gravel II;O;heavyfog;heavycloud;evening;wet;new
586;Swiss Tarmac I;N;crisp;clear;noon;dry;new
586;Swiss Tarmac I;N;crisp;clear;noon;damp;new
586;Swiss Tarmac I;N;crisp;clear;noon;wet;new
586;Swiss Tarmac I;N;crisp;partcloud;noon;dry;new
586;Swiss Tarmac I;N;crisp;partcloud;noon;damp;new
586;Swiss Tarmac I;N;crisp;partcloud;noon;wet;new
586;Swiss Tarmac I;O;lightrain;heavycloud;evening;dry;new
586;Swiss Tarmac I;O;lightrain;heavycloud;evening;damp;new
586;Swiss Tarmac I;O;lightrain;heavycloud;evening;wet;new
586;Swiss Tarmac I;O;heavyrain;heavycloud;evening;dry;new
586;Swiss Tarmac I;O;heavyrain;heavycloud;evening;damp;new
586;Swiss Tarmac I;O;heavyrain;heavycloud;evening;wet;new
586;Swiss Tarmac I;O;lightfog;clear;evening;dry;new
586;Swiss Tarmac I;O;lightfog;clear;evening;damp;new
586;Swiss Tarmac I;O;lightfog;clear;evening;wet;new
586;Swiss Tarmac I;O;lightfog;heavycloud;evening;dry;new
586;Swiss Tarmac I;O;lightfog;heavycloud;evening;damp;new
586;Swiss Tarmac I;O;lightfog;heavycloud;evening;wet;new
586;Swiss Tarmac I;O;heavyfog;heavycloud;evening;dry;new
586;Swiss Tarmac I;O;heavyfog;heavycloud;evening;damp;new
586;Swiss Tarmac I;O;heavyfog;heavycloud;evening;wet;new
587;Swiss Gravel IV;M;crisp;clear;morning;dry;new
587;Swiss Gravel IV;M;crisp;clear;morning;damp;new
587;Swiss Gravel IV;M;crisp;clear;morning;wet;new
587;Swiss Gravel IV;M;crisp;partcloud;morning;dry;new
587;Swiss Gravel IV;M;crisp;partcloud;morning;damp;new
587;Swiss Gravel IV;M;crisp;partcloud;morning;wet;new
587;Swiss Gravel IV;O;hazy;heavycloud;evening;dry;new
587;Swiss Gravel IV;O;hazy;heavycloud;evening;dry;normal
587;Swiss Gravel IV;O;hazy;heavycloud;evening;dry;worn
587;Swiss Gravel IV;O;hazy;heavycloud;evening;damp;new
587;Swiss Gravel IV;O;hazy;heavycloud;evening;damp;normal
587;Swiss Gravel IV;O;hazy;heavycloud;evening;damp;worn
587;Swiss Gravel IV;O;hazy;heavycloud;evening;wet;new
587;Swiss Gravel IV;O;hazy;heavycloud;evening;wet;normal
587;Swiss Gravel IV;O;hazy;heavycloud;evening;wet;worn
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;dry;new
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;dry;normal
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;dry;worn
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;damp;new
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;damp;normal
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;damp;worn
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;wet;new
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;wet;normal
587;Swiss Gravel IV;O;heavyrain;heavycloud;morning;wet;worn
587;Swiss Gravel IV;O;lightfog;clear;morning;dry;new
587;Swiss Gravel IV;O;lightfog;clear;morning;dry;normal
587;Swiss Gravel IV;O;lightfog;clear;morning;dry;worn
587;Swiss Gravel IV;O;lightfog;clear;morning;damp;new
587;Swiss Gravel IV;O;lightfog;clear;morning;damp;normal
587;Swiss Gravel IV;O;lightfog;clear;morning;damp;worn
587;Swiss Gravel IV;O;lightfog;clear;morning;wet;new
587;Swiss Gravel IV;O;lightfog;clear;morning;wet;normal
587;Swiss Gravel IV;O;lightfog;clear;morning;wet;worn
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;dry;new
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;dry;normal
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;dry;worn
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;damp;new
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;damp;normal
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;damp;worn
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;wet;new
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;wet;normal
587;Swiss Gravel IV;O;heavyfog;heavycloud;noon;wet;worn
589;Swiss Tarmac III;M;crisp;clear;morning;dry;new
589;Swiss Tarmac III;M;crisp;clear;morning;damp;new
589;Swiss Tarmac III;M;crisp;clear;morning;wet;new
589;Swiss Tarmac III;M;crisp;partcloud;morning;dry;new
589;Swiss Tarmac III;M;crisp;partcloud;morning;damp;new
589;Swiss Tarmac III;M;crisp;partcloud;morning;wet;new
589;Swiss Tarmac III;O;hazy;heavycloud;evening;dry;new
589;Swiss Tarmac III;O;hazy;heavycloud;evening;damp;new
589;Swiss Tarmac III;O;hazy;heavycloud;evening;wet;new
589;Swiss Tarmac III;O;heavyrain;heavycloud;morning;dry;new
589;Swiss Tarmac III;O;heavyrain;heavycloud;morning;damp;new
589;Swiss Tarmac III;O;heavyrain;heavycloud;morning;wet;new
589;Swiss Tarmac III;O;lightfog;clear;morning;dry;new
589;Swiss Tarmac III;O;lightfog;clear;morning;damp;new
589;Swiss Tarmac III;O;lightfog;clear;morning;wet;new
589;Swiss Tarmac III;O;heavyfog;heavycloud;noon;dry;new
589;Swiss Tarmac III;O;heavyfog;heavycloud;noon;damp;new
589;Swiss Tarmac III;O;heavyfog;heavycloud;noon;wet;new
590;Blanare;M;crisp;clear;morning;dry;new
590;Blanare;M;crisp;clear;morning;dry;normal
590;Blanare;M;crisp;clear;morning;dry;worn
590;Blanare;M;hazy;partcloud;morning;dry;new
590;Blanare;M;hazy;partcloud;morning;dry;normal
590;Blanare;M;hazy;partcloud;morning;dry;worn
590;Blanare;O;lightsnow;heavycloud;noon;dry;new
590;Blanare;O;lightsnow;heavycloud;noon;dry;normal
590;Blanare;O;lightsnow;heavycloud;noon;dry;worn
590;Blanare;O;heavysnow;heavycloud;morning;dry;new
590;Blanare;O;heavysnow;heavycloud;morning;dry;normal
590;Blanare;O;heavysnow;heavycloud;morning;dry;worn
590;Blanare;O;heavysnow;heavycloud;evening;dry;new
590;Blanare;O;heavysnow;heavycloud;evening;dry;normal
590;Blanare;O;heavysnow;heavycloud;evening;dry;worn
591;Blanare II;M;crisp;clear;morning;dry;new
591;Blanare II;M;crisp;clear;morning;dry;normal
591;Blanare II;M;crisp;clear;morning;dry;worn
591;Blanare II;M;hazy;partcloud;morning;dry;new
591;Blanare II;M;hazy;partcloud;morning;dry;normal
591;Blanare II;M;hazy;partcloud;morning;dry;worn
591;Blanare II;O;lightsnow;heavycloud;noon;dry;new
591;Blanare II;O;lightsnow;heavycloud;noon;dry;normal
591;Blanare II;O;lightsnow;heavycloud;noon;dry;worn
591;Blanare II;O;heavysnow;heavycloud;morning;dry;new
591;Blanare II;O;heavysnow;heavycloud;morning;dry;normal
591;Blanare II;O;heavysnow;heavycloud;morning;dry;worn
591;Blanare II;O;heavysnow;heavycloud;evening;dry;new
591;Blanare II;O;heavysnow;heavycloud;evening;dry;normal
591;Blanare II;O;heavysnow;heavycloud;evening;dry;worn
592;Slovakia Ring 2014;M;crisp;clear;morning;dry;new
592;Slovakia Ring 2014;M;crisp;clear;morning;damp;new
592;Slovakia Ring 2014;M;crisp;clear;morning;wet;new
592;Slovakia Ring 2014;O;crisp;clear;evening;dry;new
592;Slovakia Ring 2014;O;crisp;clear;evening;damp;new
592;Slovakia Ring 2014;O;crisp;clear;evening;wet;new
592;Slovakia Ring 2014;O;lightrain;heavycloud;morning;dry;new
592;Slovakia Ring 2014;O;lightrain;heavycloud;morning;damp;new
592;Slovakia Ring 2014;O;lightrain;heavycloud;morning;wet;new
592;Slovakia Ring 2014;O;heavyrain;heavycloud;morning;dry;new
592;Slovakia Ring 2014;O;heavyrain;heavycloud;morning;damp;new
592;Slovakia Ring 2014;O;heavyrain;heavycloud;morning;wet;new
593;Slovakia Ring 2014 II;M;crisp;clear;morning;dry;new
593;Slovakia Ring 2014 II;M;crisp;clear;morning;damp;new
593;Slovakia Ring 2014 II;M;crisp;clear;morning;wet;new
593;Slovakia Ring 2014 II;O;crisp;clear;evening;dry;new
593;Slovakia Ring 2014 II;O;crisp;clear;evening;damp;new
593;Slovakia Ring 2014 II;O;crisp;clear;evening;wet;new
593;Slovakia Ring 2014 II;O;lightrain;heavycloud;morning;dry;new
593;Slovakia Ring 2014 II;O;lightrain;heavycloud;morning;damp;new
593;Slovakia Ring 2014 II;O;lightrain;heavycloud;morning;wet;new
593;Slovakia Ring 2014 II;O;heavyrain;heavycloud;morning;dry;new
593;Slovakia Ring 2014 II;O;heavyrain;heavycloud;morning;damp;new
593;Slovakia Ring 2014 II;O;heavyrain;heavycloud;morning;wet;new
595;Sardian;O;crisp;clear;morning;dry;new
595;Sardian;O;crisp;clear;morning;damp;new
595;Sardian;O;crisp;clear;morning;wet;new
595;Sardian;O;crisp;partcloud;morning;dry;new
595;Sardian;O;crisp;partcloud;morning;damp;new
595;Sardian;O;crisp;partcloud;morning;wet;new
595;Sardian;O;lightrain;heavycloud;noon;dry;new
595;Sardian;O;lightrain;heavycloud;noon;damp;new
595;Sardian;O;lightrain;heavycloud;noon;wet;new
595;Sardian;O;heavyrain;heavycloud;noon;dry;new
595;Sardian;O;heavyrain;heavycloud;noon;damp;new
595;Sardian;O;heavyrain;heavycloud;noon;wet;new
595;Sardian;O;lightfog;clear;morning;dry;new
595;Sardian;O;lightfog;clear;morning;damp;new
595;Sardian;O;lightfog;clear;morning;wet;new
595;Sardian;O;heavyfog;heavycloud;morning;dry;new
595;Sardian;O;heavyfog;heavycloud;morning;damp;new
595;Sardian;O;heavyfog;heavycloud;morning;wet;new
596;Sardian Night;O;lightrain;heavycloud;evening;dry;new
596;Sardian Night;O;lightrain;heavycloud;evening;damp;new
596;Sardian Night;O;lightrain;heavycloud;evening;wet;new
596;Sardian Night;O;heavyrain;heavycloud;evening;dry;new
596;Sardian Night;O;heavyrain;heavycloud;evening;damp;new
596;Sardian Night;O;heavyrain;heavycloud;evening;wet;new
596;Sardian Night;O;lightfog;heavycloud;evening;dry;new
596;Sardian Night;O;lightfog;heavycloud;evening;damp;new
596;Sardian Night;O;lightfog;heavycloud;evening;wet;new
596;Sardian Night;O;heavyfog;heavycloud;evening;dry;new
596;Sardian Night;O;heavyfog;heavycloud;evening;damp;new
596;Sardian Night;O;heavyfog;heavycloud;evening;wet;new
597;Mlynky Snow II;O;crisp;clear;noon;dry;new
597;Mlynky Snow II;O;crisp;clear;noon;dry;normal
597;Mlynky Snow II;O;crisp;clear;noon;dry;worn
597;Mlynky Snow II;O;lightsnow;heavycloud;morning;dry;new
597;Mlynky Snow II;O;lightsnow;heavycloud;morning;dry;normal
597;Mlynky Snow II;O;lightsnow;heavycloud;morning;dry;worn
597;Mlynky Snow II;O;heavysnow;heavycloud;noon;dry;new
597;Mlynky Snow II;O;heavysnow;heavycloud;noon;dry;normal
597;Mlynky Snow II;O;heavysnow;heavycloud;noon;dry;worn
597;Mlynky Snow II;O;heavysnow;heavycloud;evening;dry;new
597;Mlynky Snow II;O;heavysnow;heavycloud;evening;dry;normal
597;Mlynky Snow II;O;heavysnow;heavycloud;evening;dry;worn
597;Mlynky Snow II;O;lightfog;clear;morning;dry;new
597;Mlynky Snow II;O;lightfog;clear;morning;dry;normal
597;Mlynky Snow II;O;lightfog;clear;morning;dry;worn
598;Pikes Peak 2008;M;crisp;clear;morning;dry;new
598;Pikes Peak 2008;M;heavyrain;heavycloud;morning;dry;new
598;Pikes Peak 2008;M;lightfog;clear;morning;dry;new
599;Northumbria Gravel;N;crisp;clear;noon;dry;new
599;Northumbria Gravel;N;crisp;clear;noon;dry;normal
599;Northumbria Gravel;N;crisp;clear;noon;dry;worn
599;Northumbria Gravel;N;crisp;clear;noon;damp;new
599;Northumbria Gravel;N;crisp;clear;noon;damp;normal
599;Northumbria Gravel;N;crisp;clear;noon;damp;worn
599;Northumbria Gravel;N;crisp;clear;noon;wet;new
599;Northumbria Gravel;N;crisp;clear;noon;wet;normal
599;Northumbria Gravel;N;crisp;clear;noon;wet;worn
599;Northumbria Gravel;N;crisp;partcloud;noon;dry;new
599;Northumbria Gravel;N;crisp;partcloud;noon;dry;normal
599;Northumbria Gravel;N;crisp;partcloud;noon;dry;worn
599;Northumbria Gravel;N;crisp;partcloud;noon;damp;new
